Report_Date,Andaman and Nicobar Islands,Andhra Pradesh,Arunachal Pradesh,Assam,Bihar,Cases being reassigned to states,Chandigarh,Chhattisgarh,Dadra and Nagar Haveli,Dadra and Nagar Haveli and Daman and Diu,Daman & Diu,Delhi,Goa,Gujarat,Haryana,Himachal Pradesh,Jammu and Kashmir,Jharkhand,Karnataka,Kerala,Ladakh,Lakshadweep,Madhya Pradesh,Maharashtra,Manipur,Meghalaya,Mizoram,Nagaland,Odisha,Puducherry,Punjab,Rajasthan,Sikkim,Tamil Nadu,Telangana,Telengana,Tripura,Unassigned,Uttar Pradesh,Uttarakhand,West Bengal
2020-01-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-04,10,83,0,1,23,0,16,9,0,0,0,152,5,82,43,3,62,1,101,241,13,0,66,302,1,0,1,0,4,3,42,93,0,234,0,96,0,0,103,7,37
2020-01-05,33,1463,1,42,426,0,56,40,0,0,0,3515,7,4395,313,40,614,111,576,497,22,0,2719,10498,2,12,1,0,143,8,357,2584,0,2323,0,1039,2,0,2281,57,795
2020-01-06,33,3679,4,1272,3815,5630,293,498,0,2,0,19844,70,16779,2091,331,2446,610,3221,1269,74,0,8089,67655,71,27,1,43,1948,70,2263,8831,1,22333,0,2698,313,0,7823,907,5501
2020-01-07,97,14595,191,8227,10043,6915,440,2860,0,213,0,87360,1315,32557,14548,953,7497,2490,15242,4442,973,0,13593,174761,1234,52,160,459,7065,714,5568,18014,89,90167,0,16339,1388,0,23492,2881,18559
2020-01-08,548,140933,1591,40269,51233,0,1051,9086,0,1100,0,135598,5913,61438,34965,2564,20359,10958,124115,23613,1404,0,31806,422118,2621,823,412,1693,31877,3472,16119,41298,639,245859,0,62703,4978,0,85461,7183,70188
2020-01-09,3132,434771,4112,109040,136457,0,4346,31503,0,2367,0,174748,17418,96300,64732,6116,37698,41656,342423,75385,2681,0,63965,792541,6252,2368,1011,3950,103536,14411,53992,81693,1652,428041,0,127697,12153,0,230414,19827,162778
2020-01-10,3835,693484,9796,180811,182728,0,11938,113602,0,3040,0,279715,33418,137232,128599,14976,75070,83651,601767,196106,4269,0,128047,1384446,10983,5639,2017,6163,219119,27544,113886,135292,3012,597602,0,193600,26066,0,399082,49000,257049
2020-01-11,4332,823348,14852,206351,216086,0,14418,187270,0,3251,0,386706,43626,172782,167210,22059,94785,101761,823412,433105,6270,0,171359,1678406,18502,9452,2753,9047,290116,35013,133658,196993,3940,724522,0,240048,30794,0,481863,62328,373664
2020-01-12,4710,868064,16282,212776,234610,0,17409,237322,0,3332,0,570374,47963,209780,234126,40518,110224,109151,884897,602982,8415,0,206128,1823896,25045,11810,3847,11186,318725,36968,152091,268063,4989,781915,0,270318,32726,0,543888,74795,483484
2020-01-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-03,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020-02-04,10,86,0,5,24,0,16,9,0,0,0,219,5,87,43,3,62,1,110,265,13,0,99,335,1,0,1,0,4,3,46,108,0,234,0,107,0,0,113,7,53
2020-02-05,33,1463,1,43,471,0,88,43,0,0,0,3738,7,4721,360,40,639,111,589,497,22,0,2719,11506,2,12,1,0,149,8,480,2666,0,2526,0,1039,2,0,2328,58,795
2020-02-06,33,3783,22,1390,3926,6414,294,547,0,3,0,20834,71,17200,2356,340,2601,659,3408,1326,77,0,8283,70013,83,27,1,43,2104,74,2301,8980,1,23495,0,2792,420,0,8075,958,5772
2020-02-07,100,15252,195,8582,10249,6832,446,2940,0,215,0,89802,1387,33232,14941,979,7695,2521,16514,4593,990,0,13861,180298,1260,52,160,459,7316,714,5668,18312,101,94049,0,17357,1396,0,24056,2947,19170
2020-02-08,636,150209,1673,41726,54240,0,1079,9385,0,1145,0,136716,6193,62463,35758,2634,20972,11686,129287,24742,1462,0,32614,431719,2756,856,468,1831,33479,3606,17063,42646,650,251738,0,64786,5233,0,89048,7447,72777
2020-02-09,3160,445139,4212,111724,138349,0,4550,33387,0,2386,0,177060,18006,97629,66426,6255,38223,43833,351481,76525,2733,0,65490,808306,6382,2440,1020,4003,106561,14766,55508,83163,1670,433969,0,130589,12702,0,235757,20398,165721
2020-02-10,3848,700235,10020,182396,184038,0,12057,116153,0,3054,0,282752,33942,138583,129912,15219,76163,84664,611837,204241,4360,0,130088,1400922,11111,5802,2049,6244,222734,28024,115151,137485,3050,603290,0,195609,26362,0,403101,49248,260324
2020-02-11,4340,825966,14881,206517,216707,0,14476,188813,0,3255,0,392370,43768,173642,168880,22264,95325,102087,827064,440130,6287,0,172082,1683775,18750,9607,2757,9075,291825,35109,133975,198747,3958,727026,0,240970,30852,0,483832,62550,377651
2020-02-12,4718,868749,16296,212998,235152,0,17537,239215,0,3334,0,574380,48124,211257,235997,41227,110678,109332,886227,608357,8477,0,207485,1828826,25243,11875,3869,11209,319103,37020,152709,270410,5031,783319,0,270883,32764,0,545545,75268,486799
2020-02-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-03,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2020-03-04,10,132,1,16,29,0,18,9,0,0,0,219,6,95,49,6,75,2,124,286,14,0,104,335,2,0,1,0,5,5,48,167,0,309,0,158,0,77,172,10,63
2020-03-05,33,1583,1,43,482,0,94,43,0,0,0,4122,7,5055,394,40,666,115,606,500,40,0,2846,12296,2,12,1,0,160,8,772,2772,0,2757,0,1063,4,0,2626,59,922
2020-03-06,33,3898,22,1513,4155,7123,301,564,0,4,0,22132,79,17617,2652,345,2718,712,3796,1412,81,0,8420,72300,89,27,13,49,2245,82,2342,9373,1,24586,0,2891,468,0,8361,1043,6168
2020-03-07,109,16097,195,9013,10471,6031,450,3013,0,230,0,92175,1482,33913,15509,1014,7849,2584,18016,4753,990,0,14106,186626,1279,56,162,501,7545,802,5784,18662,102,98392,0,18570,1435,0,24825,2984,19819
2020-03-08,734,158764,1698,42904,57024,0,1117,9531,0,1184,0,137677,6530,63562,36519,2703,21416,12523,134819,25911,1466,0,33535,441228,2831,874,482,1935,34913,3806,17853,43804,658,257613,0,66677,5374,0,92921,7593,75516
2020-03-09,3186,455531,4360,115279,141441,0,4789,35683,0,2435,0,179569,18642,98888,68218,6416,38864,44862,361341,78072,2785,0,66914,825739,6507,2517,1020,4017,109780,15157,56989,84674,1704,439959,0,133406,13292,0,241439,21234,168697
2020-03-10,3858,706790,10220,183812,185436,0,12212,118790,0,3061,0,285672,34455,139893,131388,15454,77253,85400,620630,213499,4429,0,132107,1416513,11397,6033,2103,6318,226334,28534,116213,139696,3092,608885,0,197327,26552,0,406995,49559,263634
2020-03-11,4352,827882,14998,206982,217277,0,14528,190513,0,3257,0,396371,43954,174517,170446,22598,95710,102490,829640,444268,6357,0,172717,1687784,19091,9678,2792,9096,293214,35178,134371,200495,3967,729507,0,242506,30989,0,485609,62881,381608
2020-03-12,4723,869412,16320,213171,235839,0,17642,240863,0,3340,0,578324,48241,212769,237604,41860,111130,109538,887667,614673,8623,0,208924,1832176,25390,11954,3881,11254,319583,37079,153308,272400,5072,784747,0,271492,32803,0,547308,75784,490070
2020-03-13,0,1,0,0,0,0,0,0,0,0,0,6,0,0,14,0,1,0,6,19,3,0,0,14,0,0,0,0,0,0,1,3,0,1,0,1,0,0,11,0,0
2020-03-14,0,1,0,0,0,0,0,0,0,0,0,7,0,0,14,0,2,0,6,19,3,0,0,14,0,0,0,0,0,0,1,3,0,1,0,1,0,0,12,0,0
2020-03-15,0,1,0,0,0,0,0,0,0,0,0,7,0,0,14,0,2,0,6,22,3,0,0,32,0,0,0,0,0,0,1,4,0,1,0,3,0,0,13,1,0
2020-03-16,0,1,0,0,0,0,0,0,0,0,0,7,0,0,14,0,3,0,6,23,4,0,0,32,0,0,0,0,1,0,1,4,0,1,0,3,0,0,13,1,0
2020-03-17,0,1,0,0,0,0,0,0,0,0,0,8,0,0,15,0,3,0,11,26,6,0,0,39,0,0,0,0,1,0,1,4,0,1,0,5,0,0,15,1,0
2020-03-18,0,1,0,0,0,0,0,0,0,0,0,10,0,0,17,0,3,0,11,27,8,0,0,42,0,0,0,0,1,1,1,4,0,1,0,6,0,0,16,1,1
2020-03-19,0,2,0,0,0,0,1,1,0,0,0,12,0,0,17,0,4,0,14,27,8,0,0,47,0,0,0,0,1,1,2,7,0,2,0,6,0,0,19,1,1
2020-03-20,0,3,0,0,0,0,1,1,0,0,0,17,0,5,17,0,4,0,15,28,10,0,0,52,0,0,0,0,2,1,2,17,0,3,0,17,0,0,23,3,2
2020-03-21,0,3,0,0,0,0,1,1,0,0,0,26,0,7,17,2,4,0,15,40,13,0,4,63,0,0,0,0,2,1,13,17,0,3,0,21,0,0,24,3,3
2020-03-22,0,5,0,0,2,0,5,1,0,0,0,29,0,18,21,2,4,0,26,52,13,0,4,67,0,0,0,0,2,1,21,24,0,7,0,22,0,0,27,3,4
2020-03-23,0,7,0,0,2,0,6,1,0,0,0,29,0,29,26,2,4,0,33,67,13,0,6,74,0,0,0,0,2,1,21,28,0,9,0,32,0,0,31,3,7
2020-03-24,0,8,0,0,3,0,7,1,0,0,0,30,0,33,28,3,4,0,37,95,13,0,7,89,1,0,0,0,2,1,29,32,0,15,0,35,0,0,33,4,9
2020-03-25,0,9,0,0,4,0,7,1,0,0,0,31,0,38,28,3,7,0,41,109,13,0,14,128,1,0,1,0,2,1,29,36,0,18,0,35,0,0,37,4,9
2020-03-26,1,11,0,0,6,0,7,6,0,0,0,36,3,43,30,3,13,0,55,118,13,0,20,124,1,0,1,0,2,1,33,41,0,26,0,44,0,0,41,5,10
2020-03-27,1,12,0,0,6,0,7,6,0,0,0,36,3,43,30,3,13,0,55,137,13,0,20,130,1,0,1,0,2,1,33,41,0,29,0,45,0,0,41,5,10
2020-03-28,6,14,0,0,9,0,8,6,0,0,0,39,3,45,33,3,20,0,55,176,13,0,30,180,1,0,1,0,3,1,38,54,0,40,0,56,0,0,55,5,15
2020-03-29,9,19,0,0,11,0,8,7,0,0,0,49,5,58,33,3,31,0,76,182,13,0,30,186,1,0,1,0,3,1,38,55,0,49,0,66,0,0,65,7,18
2020-03-30,9,23,0,0,15,0,8,7,0,0,0,87,5,69,36,3,48,0,83,202,13,0,47,198,1,0,1,0,3,1,38,59,0,67,0,71,0,46,82,7,22
2020-03-31,10,40,0,0,15,0,13,8,0,0,0,97,5,73,40,3,54,0,83,234,13,0,47,216,1,0,1,0,3,1,41,74,0,74,0,79,0,38,101,7,26
2020-04-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-03,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,1,0,0,6,0,0
2020-04-04,10,161,1,24,30,0,18,9,0,0,0,445,7,105,49,6,75,2,128,295,14,0,104,490,2,0,1,0,5,5,57,200,0,411,0,159,0,0,174,16,69
2020-04-05,33,1650,1,43,517,0,94,57,0,0,0,4549,7,5428,442,40,701,115,642,500,41,0,2942,12974,2,12,1,0,163,8,1102,2886,0,3023,0,1082,16,0,2742,60,963
2020-04-06,33,4080,38,1672,4390,7483,301,668,0,8,0,23645,79,18100,2954,359,2857,752,4063,1494,90,0,8588,74860,118,33,14,58,2388,82,2376,9652,2,25872,0,3020,468,0,8729,1085,6508
2020-04-07,116,16934,252,9673,10954,4999,457,3065,0,257,0,94695,1482,34600,16003,1033,8019,2695,19710,4964,1001,0,14297,192990,1316,62,162,539,8106,802,5937,19052,102,102721,0,20462,1525,0,25797,3048,20488
2020-04-08,830,166586,1758,45275,59328,0,1159,9779,0,1274,0,138482,6816,64585,37173,2818,22006,13478,139571,26873,1485,0,34285,450196,2920,902,501,2129,36297,3982,18527,44975,688,263222,0,68946,5505,0,97362,7800,78232
2020-04-09,3223,465730,4574,118333,142967,0,5065,37967,0,2450,0,182306,19355,100213,70099,6615,39943,46480,370206,79625,2840,0,68586,843844,6609,2626,1040,4066,113411,15581,58515,86227,1738,445851,0,135884,13816,0,247101,22180,171681
2020-04-10,3868,713014,10421,185444,186441,0,12360,121400,0,3070,0,287930,34900,141236,132576,15695,78228,86277,630516,221333,4477,0,133918,1430861,11649,6456,2120,6429,229387,28752,117319,141846,3131,614507,0,199276,26874,0,410626,50062,266974
2020-04-11,4372,830731,15083,207361,218203,0,14608,192237,0,3257,0,403096,44189,175471,172130,22932,96188,102887,832396,451130,6441,0,173384,1692693,19241,9741,2893,9151,294415,35325,134786,202220,4004,731942,0,244143,31105,0,487335,63197,385589
2020-04-12,4729,870076,16348,213336,236420,0,17717,242418,0,3340,0,582058,48365,214309,239239,42697,111712,109771,889113,620049,8691,0,210374,1837358,25536,12005,3888,11283,320017,37119,154064,274486,5100,786163,0,272123,32836,0,549228,76275,493316
2020-04-13,11,432,1,31,64,0,21,31,0,0,0,1154,7,539,185,32,245,19,247,376,15,0,604,1985,2,0,1,1,54,7,167,812,0,1075,0,562,2,0,483,35,152
2020-04-14,11,473,1,31,66,0,21,31,0,0,0,1510,7,617,199,32,270,24,258,379,15,0,730,2337,2,1,1,1,55,7,176,879,0,1173,0,624,2,0,657,35,190
2020-04-15,11,503,1,33,70,0,21,33,0,0,0,1561,7,695,199,33,278,27,277,387,17,0,987,2687,2,7,1,0,60,7,186,1005,0,1204,0,647,2,0,735,37,213
2020-04-16,11,534,1,33,74,0,21,33,0,0,0,1578,7,871,205,35,300,28,315,388,17,0,1120,2919,2,7,1,0,60,7,186,1023,0,1242,0,698,2,0,773,37,231
2020-04-17,11,572,1,35,83,0,21,36,0,0,0,1640,7,1021,205,35,314,29,353,395,18,0,1308,3205,2,9,1,0,60,7,186,1131,0,1267,0,743,2,0,846,37,255
2020-04-18,12,603,1,35,85,0,21,36,0,0,0,1707,7,1272,225,38,328,33,371,396,18,0,1355,3323,2,11,1,0,60,7,202,1229,0,1323,0,791,2,0,969,42,287
2020-04-19,14,603,1,35,86,0,23,36,0,0,0,1893,7,1604,233,39,341,35,384,400,18,0,1407,3651,2,11,1,0,61,7,219,1351,0,1372,0,844,2,0,1084,42,310
2020-04-20,15,722,1,35,96,0,26,36,0,0,0,2003,7,1851,233,39,350,42,395,402,18,0,1485,4203,2,11,1,0,68,7,219,1478,0,1477,0,873,2,0,1176,44,339
2020-04-21,16,757,1,35,114,0,26,36,0,0,0,2081,7,2066,254,39,368,46,415,408,18,0,1540,4669,2,11,1,0,74,7,245,1576,0,1520,0,919,2,0,1294,46,392
2020-04-22,17,813,1,35,126,0,27,36,0,0,0,2156,7,2272,254,39,380,45,425,427,18,0,1592,5221,2,12,1,0,82,7,251,1801,0,1596,0,945,2,0,1412,46,423
2020-04-23,18,895,1,35,148,0,27,36,0,0,0,2248,7,2407,262,40,407,49,443,438,18,0,1695,5652,2,12,1,0,83,7,277,1890,0,1629,0,960,2,0,1509,46,456
2020-04-24,22,955,1,36,176,0,27,36,0,0,0,2376,7,2624,272,40,427,55,463,448,18,0,1852,6430,2,12,1,0,90,7,277,1964,0,1683,0,984,2,0,1604,47,514
2020-04-25,27,1061,1,36,228,0,28,36,0,0,0,2514,7,2815,272,40,454,59,489,451,20,0,1952,6817,2,12,1,0,94,7,298,2034,0,1755,0,984,2,0,1778,48,571
2020-04-26,33,1097,1,36,251,0,30,37,0,0,0,2625,7,3071,289,40,494,67,501,458,20,0,2096,7628,2,12,1,0,103,7,298,2083,0,1821,0,991,2,0,1843,50,611
2020-04-27,33,1177,1,36,277,0,30,37,0,0,0,2918,7,3301,289,40,523,82,511,469,20,0,2168,8068,2,12,1,0,108,8,313,2185,0,1885,0,1002,2,0,1955,51,649
2020-04-28,33,1259,1,38,346,0,40,37,0,0,0,3108,7,3548,296,40,546,103,520,482,22,0,2368,8590,2,12,1,0,118,8,313,2262,0,1937,0,1004,2,0,2043,51,697
2020-04-29,33,1332,1,38,383,0,56,38,0,0,0,3314,7,3774,310,40,565,105,532,486,22,0,2561,9318,2,12,1,0,119,8,322,2364,0,2058,0,1012,2,0,2115,54,725
2020-04-30,33,1403,1,42,403,0,56,38,0,0,0,3439,7,4082,310,40,581,107,557,496,22,0,2660,9915,2,12,1,0,128,8,357,2438,0,2162,0,1012,2,0,2203,55,758
2020-05-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-03,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,1,0,0,7,0,0
2020-05-04,10,190,1,26,30,0,18,9,0,0,0,503,7,122,59,6,106,3,144,306,14,0,165,490,2,0,1,0,20,5,57,200,0,485,0,269,0,0,227,22,80
2020-05-05,33,1717,1,43,529,0,102,58,0,0,0,4898,7,5804,517,41,726,115,659,500,41,0,3049,14541,2,12,1,0,170,9,1233,3061,0,3550,0,1085,29,0,2859,60,1259
2020-05-06,33,4223,42,1988,4493,7610,301,756,0,12,0,25004,166,18584,3281,383,3142,793,4320,1588,90,0,8762,77793,124,33,17,80,2478,82,2415,9862,2,27256,0,3147,644,0,9237,1153,6876
2020-05-07,119,17699,259,10668,11700,4629,460,3161,0,271,0,97200,1684,35312,16548,1046,8246,2739,21549,5204,1005,0,14604,200064,1325,62,164,563,8601,802,6109,19532,103,107001,0,22312,1546,0,26554,3093,21231
2020-05-08,928,176333,1790,48161,61788,0,1206,10202,0,1325,0,139156,7075,65599,37796,2879,22396,13940,145830,27956,1534,0,35082,457956,3018,917,504,2405,37681,4147,19015,46679,783,268285,0,70958,5628,0,100310,8008,80984
2020-05-09,3257,476506,4775,121224,144104,0,5268,40634,0,2467,0,185220,19863,101533,71983,6830,40990,48039,379486,82104,2935,0,70244,863062,6699,2734,1046,4107,116678,16164,60013,87797,1843,451827,0,138395,14507,0,253175,23011,174659
2020-05-10,3884,719256,10548,186200,188168,0,12445,123324,0,3087,0,290613,35328,142538,133878,15851,79106,87210,640661,229886,4521,0,135638,1443409,11855,6656,2120,6552,232713,29089,118157,144030,3174,619996,0,200611,27033,0,414466,51481,270331
2020-05-11,4389,833208,15160,207741,218605,0,14702,194499,0,3262,0,409938,44372,176446,174082,23365,96700,103188,835773,459646,6553,0,174091,1698198,19503,9801,2958,9207,295889,35429,135313,203990,4067,734429,0,245682,31237,0,489502,63585,389576
2020-05-12,4742,870675,16367,213505,237006,0,17828,243997,0,3340,0,586125,48459,215819,240841,43500,112256,109990,890360,625767,8732,0,211698,1842587,25691,12067,3913,11305,320394,37165,154788,276420,5147,787554,0,272719,32860,0,551179,76893,496522
2020-05-13,33,2090,1,65,831,0,187,59,0,1,0,7639,7,8903,780,65,934,172,925,524,42,0,3986,24427,2,13,1,0,437,13,1914,4126,0,8718,0,1326,154,0,3664,69,2173
2020-05-14,33,2137,1,80,940,0,187,59,0,1,0,7998,7,9267,793,66,971,173,959,534,43,0,4173,25922,2,13,1,0,538,13,1924,4328,0,9227,0,1367,155,0,3729,72,2290
2020-05-15,33,2205,1,87,994,0,191,60,0,1,0,8470,14,9591,818,74,983,197,987,560,43,0,4426,27524,3,13,1,0,611,13,1935,4534,0,9674,0,1414,156,0,3902,78,2377
2020-05-16,33,2307,1,90,1018,0,191,66,0,1,0,8895,15,9931,818,76,1013,203,1056,576,43,0,4595,29100,3,13,1,0,672,13,1935,4727,0,10108,0,1454,156,0,4057,82,2461
2020-05-17,33,2355,1,92,1179,0,191,67,0,1,0,9333,17,10988,887,78,1121,217,1092,587,43,0,4789,30706,7,13,1,0,737,13,1946,4960,0,10585,0,1509,167,0,4258,88,2576
2020-05-18,33,2407,1,101,1262,0,191,86,0,1,0,10054,29,11379,910,80,1183,223,1147,601,43,0,4977,33053,7,13,1,0,828,13,1964,5202,0,11224,0,1551,167,0,4259,92,2677
2020-05-19,33,2474,1,107,1391,0,196,93,0,1,0,10054,38,11745,928,90,1289,223,1246,630,43,0,5236,35058,7,13,1,0,876,18,1980,5507,0,11760,0,1597,167,0,4605,93,2825
2020-05-20,33,2532,1,142,1498,1096,200,101,0,1,0,10554,46,12140,964,92,1317,231,1397,642,43,0,5465,37136,9,13,1,0,978,18,2002,5845,0,12448,0,1634,173,0,4926,111,2961
2020-05-21,33,2602,1,170,1674,1403,202,115,0,1,0,11088,50,12537,993,110,1390,231,1462,666,44,0,5735,39297,25,14,1,0,1052,18,2005,6015,0,13191,0,1661,173,0,5175,122,3103
2020-05-22,33,2647,1,203,1982,1620,217,128,0,1,0,11659,52,12905,1031,152,1449,290,1605,690,44,0,5981,41642,25,14,1,0,1103,20,2028,6227,0,13967,0,1699,173,0,5515,146,3197
2020-05-23,33,2709,1,259,2177,1899,218,172,0,1,0,12319,54,13268,1067,168,1489,308,1743,732,44,0,6170,44582,26,14,1,0,1189,26,2029,6494,0,14753,0,1761,175,0,5735,153,3332
2020-05-24,33,2757,1,329,2380,2338,225,214,0,2,0,12910,55,13664,1131,185,1569,350,1959,795,49,0,6371,47190,29,14,1,0,1269,26,2045,6742,1,15512,0,1813,189,0,6017,244,3459
2020-05-25,33,2823,1,378,2587,2642,238,252,0,2,0,13418,66,14056,1184,203,1621,370,2089,847,52,0,6665,50231,32,14,1,0,1336,41,2060,7028,1,16277,0,1854,191,0,6268,317,3667
2020-05-26,33,3110,2,526,2730,2970,238,291,0,2,0,14053,67,14460,1184,223,1668,377,2182,896,52,0,6859,52667,39,14,1,3,1438,41,2060,7300,1,17082,0,1920,194,0,6532,349,3816
2020-05-27,33,3171,2,616,2983,4013,266,361,0,2,0,14465,67,14821,1305,247,1759,426,2283,963,53,0,7024,54758,39,15,1,4,1517,46,2106,7536,1,17728,0,1991,207,0,6548,401,4009
2020-05-28,33,3171,2,781,3061,4332,279,369,0,2,0,15257,68,15195,1381,273,1921,448,2418,1004,53,0,7261,56948,44,20,1,4,1593,46,2139,7703,1,18545,0,2098,230,0,6991,469,4192
2020-05-29,33,3251,3,856,3296,4673,288,399,0,2,0,16281,69,15562,1504,276,2036,469,2533,1088,73,0,7453,59546,55,21,1,18,1660,51,2158,8067,1,19372,0,2256,242,0,7170,500,4536
2020-05-30,33,3436,3,1024,3376,5043,289,415,0,2,0,17386,69,15934,1721,295,2164,511,2781,1150,74,0,7645,62228,59,27,1,25,1723,51,2197,8365,1,20246,0,2425,251,0,7284,716,4813
2020-05-31,33,3569,4,1185,3636,5491,289,447,0,2,0,18549,70,16343,1923,313,2341,563,2922,1208,74,0,7891,65168,62,27,1,36,1819,51,2233,8617,1,21184,0,2499,268,0,7445,749,5130
2020-06-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-03,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,1,0,0,7,0,0
2020-06-04,10,226,1,26,32,0,18,10,0,0,0,523,7,144,84,13,109,4,151,314,14,0,165,748,2,0,1,0,21,5,76,274,0,571,0,321,0,0,305,26,80
2020-06-05,33,1717,1,43,536,0,111,59,0,1,0,5104,7,6245,548,42,741,125,671,502,41,0,3049,15525,2,12,1,0,175,9,1451,3158,0,4058,0,1096,43,0,2880,61,1344
2020-06-06,33,4303,45,2153,4596,8192,304,879,0,14,0,26334,196,19094,3597,393,3324,881,4835,1699,97,0,8996,80229,132,33,22,94,2608,99,2461,10084,3,28694,0,3290,692,0,9733,1215,7303
